feature,importance
dim_205,0.0
dim_206,0.0
dim_207,0.0
dim_208,0.0
dim_209,0.0
dim_210,0.0
dim_211,0.0
dim_212,0.0
dim_213,0.0
dim_214,0.0
dim_215,0.0
dim_216,0.0
dim_217,0.0
dim_218,0.0
dim_219,0.0
dim_220,0.0
dim_221,0.0
dim_222,0.0
dim_223,0.0
dim_224,0.0
dim_225,0.0
dim_226,0.0
dim_227,0.0
dim_228,0.0
dim_229,0.0
dim_230,0.0
dim_231,0.0
dim_232,0.0
dim_233,0.0
dim_234,0.0
dim_235,0.0
dim_236,0.0
dim_237,0.0
dim_238,0.0
dim_239,0.0
dim_240,0.0
dim_241,0.0
dim_242,0.0
dim_243,0.0
dim_244,0.0
dim_245,0.0
dim_246,0.0
dim_247,0.0
dim_248,0.0
dim_249,0.0
dim_250,0.0
dim_251,0.0
dim_252,0.0
dim_253,0.0
dim_254,0.0
dim_255,0.0
dim_256,0.0
dim_257,0.0
dim_258,0.0
dim_259,0.0
dim_260,0.0
dim_261,0.0
dim_262,0.0
dim_263,0.0
dim_264,0.0
dim_265,0.0
dim_266,0.0
dim_267,0.0
dim_268,0.0
dim_269,0.0
dim_270,0.0
dim_271,0.0
dim_272,0.0
dim_273,0.0
dim_274,0.0
dim_275,0.0
dim_276,0.0
dim_277,0.0
dim_278,0.0
dim_279,0.0
dim_280,0.0
dim_281,0.0
dim_282,0.0
dim_283,0.0
dim_284,0.0
dim_285,0.0
dim_286,0.0
dim_287,0.0
dim_288,0.0
dim_289,0.0
dim_290,0.0
dim_291,0.0
dim_292,0.0
dim_293,0.0
dim_294,0.0
dim_295,0.0
dim_296,0.0
dim_297,0.0
dim_298,0.0
dim_299,0.0
dim_300,0.0
dim_301,0.0
dim_302,0.0
dim_303,0.0
dim_304,0.0
dim_305,0.0
dim_306,0.0
dim_307,0.0
dim_308,0.0
dim_309,0.0
dim_310,0.0
dim_311,0.0
dim_312,0.0
dim_313,0.0
dim_314,0.0
dim_315,0.0
dim_316,0.0
dim_317,0.0
dim_318,0.0
dim_319,0.0
dim_320,0.0
dim_321,0.0
dim_322,0.0
dim_323,0.0
dim_324,0.0
dim_325,0.0
dim_326,0.0
dim_327,0.0
dim_328,0.0
dim_329,0.0
dim_330,0.0
dim_331,0.0
dim_332,0.0
dim_333,0.0
dim_334,0.0
dim_335,0.0
dim_336,0.0
dim_337,0.0
dim_338,0.0
dim_339,0.0
dim_340,0.0
dim_341,0.0
dim_342,0.0
dim_343,0.0
dim_344,0.0
dim_345,0.0
dim_346,0.0
dim_347,0.0
dim_348,0.0
dim_349,0.0
dim_350,0.0
dim_351,0.0
dim_352,0.0
dim_353,0.0
dim_354,0.0
dim_355,0.0
dim_356,0.0
dim_357,0.0
dim_358,0.0
dim_359,0.0
dim_360,0.0
dim_361,0.0
dim_362,0.0
dim_363,0.0
dim_364,0.0
dim_365,0.0
dim_366,0.0
dim_367,0.0
dim_368,0.0
dim_369,0.0
dim_370,0.0
dim_371,0.0
dim_372,0.0
dim_373,0.0
dim_374,0.0
dim_375,0.0
dim_376,0.0
dim_377,0.0
dim_378,0.0
dim_379,0.0
dim_380,0.0
dim_381,0.0
dim_382,0.0
dim_383,0.0
